Pixel X	Pixel Y	X, мм	Y, мм	Энергия, кэВ
5000	296	0	-47,04	266726,460075493
5000	297	0	-47,03	263919,216501043
5000	298	0	-47,02	272280,827190683
5000	299	0	-47,01	270876,98866526
5000	300	0	-47	291406,378524652
5000	301	0	-46,99	322498,840939393
5000	302	0	-46,98	309049,844997621
5000	303	0	-46,97	299518,356075239
5000	304	0	-46,96	255021,469971886
5000	305	0	-46,95	303058,68229233
5000	306	0	-46,94	316523,319430533
5000	307	0	-46,93	398265,774570567
5000	308	0	-46,92	429846,53572688
5000	309	0	-46,91	415135,840311113
5000	310	0	-46,9	394041,954475511
5000	311	0	-46,89	439809,885674708
5000	312	0	-46,88	429781,983470037
5000	313	0	-46,87	416952,279389584
5000	314	0	-46,86	398350,460653645
5000	315	0	-46,85	425523,433392459
5000	316	0	-46,84	340226,979635044
5000	317	0	-46,83	352187,055743892
5000	318	0	-46,82	294357,482462569
5000	319	0	-46,81	300870,642787508
5000	320	0	-46,8	274018,40112715
5000	321	0	-46,79	283443,401958089
5000	322	0	-46,78	259277,782142795
5000	323	0	-46,77	245709,178907817
5000	324	0	-46,76	295696,223739503
5000	325	0	-46,75	310740,919396077
5000	326	0	-46,74	350697,443491259
5000	327	0	-46,73	346207,218726309
5000	328	0	-46,72	306210,740621252
5000	329	0	-46,71	280110,43904963
5000	330	0	-46,7	288551,104377568
5000	331	0	-46,69	321202,295031562
5000	332	0	-46,68	359913,618655111
5000	333	0	-46,67	349205,24357696
5000	334	0	-46,66	325503,408297185
5000	335	0	-46,65	309571,855123191
5000	336	0	-46,64	292907,747804809
5000	337	0	-46,63	285789,236248185
5000	338	0	-46,62	316728,160261956
5000	339	0	-46,61	281100,614149522
5000	340	0	-46,6	295063,003862542
5000	341	0	-46,59	287410,180024747
5000	342	0	-46,58	327596,212933505
5000	343	0	-46,57	305249,370806485
5000	344	0	-46,56	294515,059613989
5000	345	0	-46,55	288000,161151108
5000	346	0	-46,54	296230,4469255
5000	347	0	-46,53	360146,896496782
5000	348	0	-46,52	417659,080552722
5000	349	0	-46,51	394404,741809268
5000	350	0	-46,5	386709,834743078
5000	351	0	-46,49	398193,548615837
5000	352	0	-46,48	433967,629082138
5000	353	0	-46,47	388970,040227488
5000	354	0	-46,46	402611,748111649
5000	355	0	-46,45	417269,45577315
5000	356	0	-46,44	398024,339625559
5000	357	0	-46,43	348248,473250939
5000	358	0	-46,42	332720,045896895
5000	359	0	-46,41	307425,913120907
5000	360	0	-46,4	310215,788044353
5000	361	0	-46,39	295500,081339943
5000	362	0	-46,38	278545,360610251
5000	363	0	-46,37	259657,48319857
5000	364	0	-46,36	250676,90817658
5000	365	0	-46,35	275401,025203629
5000	366	0	-46,34	325318,297385543
5000	367	0	-46,33	363281,574733677
5000	368	0	-46,32	317320,46766475
5000	369	0	-46,31	247320,064393968
5000	370	0	-46,3	302657,911137035
5000	371	0	-46,29	309705,982705625
5000	372	0	-46,28	366591,911352167
5000	373	0	-46,27	340166,635505165
5000	374	0	-46,26	342142,102518717
5000	375	0	-46,25	325248,367460782
5000	376	0	-46,24	325685,809837289
5000	377	0	-46,23	315643,126741907
5000	378	0	-46,22	309668,769461846
5000	379	0	-46,21	303864,567101573
5000	380	0	-46,2	310543,655331927
5000	381	0	-46,19	335181,119794325
5000	382	0	-46,18	324115,640987038
5000	383	0	-46,17	293318,411645173
5000	384	0	-46,16	257860,781290172
5000	385	0	-46,15	226688,184636024
5000	386	0	-46,14	294010,081526102
5000	387	0	-46,13	281052,918964818
5000	388	0	-46,12	340086,740943301
5000	389	0	-46,11	373362,0119689
5000	390	0	-46,1	347303,694822961
5000	391	0	-46,09	363891,529359202
5000	392	0	-46,08	400716,982153007
5000	393	0	-46,07	384708,52195814
5000	394	0	-46,06	373597,233832255
5000	395	0	-46,05	373274,365073058
5000	396	0	-46,04	397959,457626013
5000	397	0	-46,03	335796,856714627
5000	398	0	-46,02	296832,295007913
5000	399	0	-46,01	271658,485320535
5000	400	0	-46	250594,063484993
5000	401	0	-45,99	216495,500364669
5000	402	0	-45,98	220190,875942779
5000	403	0	-45,97	216991,60740446
5000	404	0	-45,96	215926,96560793
5000	405	0	-45,95	259507,236618163
5000	406	0	-45,94	275942,343767682
5000	407	0	-45,93	340268,941392334
5000	408	0	-45,92	367523,278704328
5000	409	0	-45,91	342306,213373979
5000	410	0	-45,9	298918,190108474
5000	411	0	-45,89	294035,588346738
5000	412	0	-45,88	288351,887205616
5000	413	0	-45,87	373853,941833529
5000	414	0	-45,86	314556,113101312
5000	415	0	-45,85	307508,417056897
5000	416	0	-45,84	304481,854767118
5000	417	0	-45,83	320653,642062286
5000	418	0	-45,82	325681,896710337
5000	419	0	-45,81	329578,634981825
5000	420	0	-45,8	337495,113324034
5000	421	0	-45,79	358183,894341182
5000	422	0	-45,78	311943,978450848
5000	423	0	-45,77	340472,166857963
5000	424	0	-45,76	300686,689354703
5000	425	0	-45,75	275430,888807249
5000	426	0	-45,74	279326,867800303
5000	427	0	-45,73	269609,042416959
5000	428	0	-45,72	281457,35087998
5000	429	0	-45,71	350108,679279257
5000	430	0	-45,7	340955,067153793
5000	431	0	-45,69	374332,168481815
5000	432	0	-45,68	402587,896970276
5000	433	0	-45,67	417318,61397385
5000	434	0	-45,66	342011,319292693
5000	435	0	-45,65	359427,588080357
5000	436	0	-45,64	385506,110998162
5000	437	0	-45,63	369790,96206858
5000	438	0	-45,62	321214,296575486
5000	439	0	-45,61	302266,46980652
5000	440	0	-45,6	262835,855011195
5000	441	0	-45,59	244284,997884999
5000	442	0	-45,58	215284,434867567
5000	443	0	-45,57	228514,347896383
5000	444	0	-45,56	206511,508971566
5000	445	0	-45,55	214207,579155498
5000	446	0	-45,54	231890,991918522
5000	447	0	-45,53	306210,694758854
5000	448	0	-45,52	349921,005176675
5000	449	0	-45,51	332802,180036915
5000	450	0	-45,5	295084,956708161
5000	451	0	-45,49	320471,526351479
5000	452	0	-45,48	338045,942703533
5000	453	0	-45,47	407167,82567963
5000	454	0	-45,46	402830,838610258
5000	455	0	-45,45	362241,904102892
5000	456	0	-45,44	343757,400919801
5000	457	0	-45,43	333206,502161371
5000	458	0	-45,42	353294,930593848
5000	459	0	-45,41	348360,131809981
5000	460	0	-45,4	322361,453654349
5000	461	0	-45,39	309455,839035152
5000	462	0	-45,38	323347,729372613
5000	463	0	-45,37	318312,704018209
5000	464	0	-45,36	327755,115133789
5000	465	0	-45,35	310872,108010087
5000	466	0	-45,34	275599,927645338
5000	467	0	-45,33	328420,946721194
5000	468	0	-45,32	321528,157640543
5000	469	0	-45,31	359458,004947451
5000	470	0	-45,3	365200,351475801
5000	471	0	-45,29	367142,582961411
5000	472	0	-45,28	391084,220336313
5000	473	0	-45,27	400891,832809356
5000	474	0	-45,26	385216,904038794
5000	475	0	-45,25	361254,530261147
5000	476	0	-45,24	368236,13251113
5000	477	0	-45,23	365608,326419114
5000	478	0	-45,22	345742,175559208
5000	479	0	-45,21	285305,936039602
5000	480	0	-45,2	263038,934239456
5000	481	0	-45,19	267443,941918961
5000	482	0	-45,18	250343,691818562
5000	483	0	-45,17	251014,277274257
5000	484	0	-45,16	260590,61808691
5000	485	0	-45,15	242478,923746389
5000	486	0	-45,14	272721,104581069
5000	487	0	-45,13	270613,144694999
5000	488	0	-45,12	329120,792090881
5000	489	0	-45,11	362231,90003936
5000	490	0	-45,1	378182,572516885
5000	491	0	-45,09	319894,389080026
5000	492	0	-45,08	379838,541659742
5000	493	0	-45,07	372946,157364172
5000	494	0	-45,06	435058,799733541
5000	495	0	-45,05	370255,757591786
5000	496	0	-45,04	354309,49655463
5000	497	0	-45,03	318575,298625614
5000	498	0	-45,02	316459,729968806
5000	499	0	-45,01	305779,181947261
5000	500	0	-45	312180,489654439
5000	501	0	-44,99	288761,034775202
5000	502	0	-44,98	298221,099748364
5000	503	0	-44,97	306115,056514314
5000	504	0	-44,96	326944,872768926
5000	505	0	-44,95	314681,253551811
5000	506	0	-44,94	312257,328354949
5000	507	0	-44,93	312075,13584324
5000	508	0	-44,92	325146,994785445
5000	509	0	-44,91	321673,319429539
5000	510	0	-44,9	342104,039779194
5000	511	0	-44,89	357992,394663883
5000	512	0	-44,88	355531,201547629
5000	513	0	-44,87	351281,596670828
5000	514	0	-44,86	375098,981478221
5000	515	0	-44,85	327316,562804989
5000	516	0	-44,84	354040,446836074
5000	517	0	-44,83	357437,66460906
5000	518	0	-44,82	370980,683034702
5000	519	0	-44,81	300867,843398433
5000	520	0	-44,8	272496,073606006
5000	521	0	-44,79	252621,437294473
5000	522	0	-44,78	259267,929885444
5000	523	0	-44,77	252410,407238326
5000	524	0	-44,76	285334,395718439
5000	525	0	-44,75	253664,814625132
5000	526	0	-44,74	232503,667771193
5000	527	0	-44,73	243394,418761739
5000	528	0	-44,72	255628,762316282
5000	529	0	-44,71	307122,311111764
5000	530	0	-44,7	329404,96271318
5000	531	0	-44,69	321312,760777654
5000	532	0	-44,68	332668,055720133
5000	533	0	-44,67	349741,406490329
5000	534	0	-44,66	353778,619937768
5000	535	0	-44,65	373963,840028445
5000	536	0	-44,64	323454,442284856
5000	537	0	-44,63	291454,255294459
5000	538	0	-44,62	277410,155983653
5000	539	0	-44,61	295632,712530794
5000	540	0	-44,6	295066,483627801
5000	541	0	-44,59	314368,067810317
5000	542	0	-44,58	284689,124097795
5000	543	0	-44,57	293404,077562759
5000	544	0	-44,56	289129,771819035
5000	545	0	-44,55	291151,991969781
5000	546	0	-44,54	287952,478187278
5000	547	0	-44,53	302809,420482219
5000	548	0	-44,52	334461,345562948
5000	549	0	-44,51	321337,622943944
5000	550	0	-44,5	343768,152828692
5000	551	0	-44,49	340849,635418986
5000	552	0	-44,48	348561,305681009
5000	553	0	-44,47	356410,332712841
5000	554	0	-44,46	358212,602902674
5000	555	0	-44,45	362145,950884477
5000	556	0	-44,44	319060,635302035
5000	557	0	-44,43	351286,484100642
5000	558	0	-44,42	374108,379421648
5000	559	0	-44,41	352466,694319659
5000	560	0	-44,4	302573,359401661
5000	561	0	-44,39	264705,641368013
5000	562	0	-44,38	261330,53778863
5000	563	0	-44,37	276150,581313585
5000	564	0	-44,36	272705,591053775
5000	565	0	-44,35	286754,056687076
5000	566	0	-44,34	261582,388426256
5000	567	0	-44,33	248832,158382228
5000	568	0	-44,32	229503,150733162
5000	569	0	-44,31	299171,331072283
5000	570	0	-44,3	322879,358681637
5000	571	0	-44,29	333020,533560697
5000	572	0	-44,28	264128,999939475
5000	573	0	-44,27	349823,045246759
5000	574	0	-44,26	345606,666554376
5000	575	0	-44,25	382902,9908367
5000	576	0	-44,24	372681,271075428
5000	577	0	-44,23	357246,903057996
5000	578	0	-44,22	310071,233285279
5000	579	0	-44,21	321406,689628198
5000	580	0	-44,2	308388,007347085
5000	581	0	-44,19	312104,354623179
5000	582	0	-44,18	257264,982854609
5000	583	0	-44,17	254692,888207246
5000	584	0	-44,16	269687,933861139
5000	585	0	-44,15	258111,892103419
5000	586	0	-44,14	249688,543227584
5000	587	0	-44,13	281259,842544482
5000	588	0	-44,12	284658,475317669
5000	589	0	-44,11	331222,083739861
5000	590	0	-44,1	308997,494275563
5000	591	0	-44,09	317120,617491892
5000	592	0	-44,08	345147,413400485
5000	593	0	-44,07	319803,12587641
5000	594	0	-44,06	343807,601128055
5000	595	0	-44,05	365918,479344358
5000	596	0	-44,04	357514,224080505
5000	597	0	-44,03	385348,238758651
5000	598	0	-44,02	378484,415456521
5000	599	0	-44,01	387462,850539615
5000	600	0	-44	337844,874052637
5000	601	0	-43,99	299183,928736177
5000	602	0	-43,98	258222,117731165
5000	603	0	-43,97	274739,704808786
5000	604	0	-43,96	308499,638105562
5000	605	0	-43,95	323837,691783911
5000	606	0	-43,94	289689,5576243
5000	607	0	-43,93	255337,014673697
5000	608	0	-43,92	251912,528292307
5000	609	0	-43,91	246484,333119671
5000	610	0	-43,9	318379,140865136
5000	611	0	-43,89	352289,539987653
5000	612	0	-43,88	332634,387799602
5000	613	0	-43,87	325249,104687833
5000	614	0	-43,86	351439,897390817
5000	615	0	-43,85	345882,750515933
5000	616	0	-43,84	402667,19820239
5000	617	0	-43,83	368979,410595102
5000	618	0	-43,82	322723,248423114
5000	619	0	-43,81	285820,224892327
5000	620	0	-43,8	294883,574364052
5000	621	0	-43,79	269437,741739421
5000	622	0	-43,78	295881,365622997
5000	623	0	-43,77	261602,543453976
5000	624	0	-43,76	265733,41592749
5000	625	0	-43,75	231179,52639899
5000	626	0	-43,74	257208,699598753
5000	627	0	-43,73	271965,793643356
5000	628	0	-43,72	292406,868468418
5000	629	0	-43,71	331646,145975701
5000	630	0	-43,7	320270,686412317
5000	631	0	-43,69	329606,429544082
5000	632	0	-43,68	301451,125038709
5000	633	0	-43,67	285286,311120956
5000	634	0	-43,66	318555,608507936
5000	635	0	-43,65	335013,684960631
5000	636	0	-43,64	360088,851834768
5000	637	0	-43,63	314442,803662864
5000	638	0	-43,62	341084,311586202
5000	639	0	-43,61	382833,725336317
5000	640	0	-43,6	365366,901271675
5000	641	0	-43,59	343560,248606147
5000	642	0	-43,58	316056,982750912
5000	643	0	-43,57	311502,147554792
5000	644	0	-43,56	326305,621120219
5000	645	0	-43,55	331121,926092795
5000	646	0	-43,54	343180,948349094
5000	647	0	-43,53	296413,824031779
5000	648	0	-43,52	271272,769340638
5000	649	0	-43,51	226967,868202833
5000	650	0	-43,5	264551,402361398
5000	651	0	-43,49	303412,90848216
5000	652	0	-43,48	293450,55458802
5000	653	0	-43,47	269337,40732772
5000	654	0	-43,46	290764,713157198
5000	655	0	-43,45	310542,988596042
5000	656	0	-43,44	351551,378038709
5000	657	0	-43,43	364272,189966065
5000	658	0	-43,42	341086,086835692
5000	659	0	-43,41	305391,338274677
5000	660	0	-43,4	315594,832789431
5000	661	0	-43,39	310946,668030573
5000	662	0	-43,38	315115,106668941
5000	663	0	-43,37	256322,547486081
5000	664	0	-43,36	235510,917527507
5000	665	0	-43,35	246448,828325041
5000	666	0	-43,34	250442,426799078
5000	667	0	-43,33	271494,831382674
5000	668	0	-43,32	284829,244811918
5000	669	0	-43,31	288792,919599603
5000	670	0	-43,3	322598,253505455
5000	671	0	-43,29	298655,07917399
5000	672	0	-43,28	272300,410336823
5000	673	0	-43,27	254153,268637667
5000	674	0	-43,26	267416,101876663
5000	675	0	-43,25	316852,140404917
5000	676	0	-43,24	317144,611715558
5000	677	0	-43,23	315506,016649385
5000	678	0	-43,22	329173,208949529
5000	679	0	-43,21	337495,804265526
5000	680	0	-43,2	335136,611434011
5000	681	0	-43,19	337038,626254332
5000	682	0	-43,18	287909,758071646
5000	683	0	-43,17	246378,945496448
5000	684	0	-43,16	268722,492781074
5000	685	0	-43,15	287308,269356091
5000	686	0	-43,14	316010,05247802
5000	687	0	-43,13	293122,662878738
5000	688	0	-43,12	269814,436877012
5000	689	0	-43,11	271709,678626807
5000	690	0	-43,1	229809,736866306
5000	691	0	-43,09	279853,359950014
5000	692	0	-43,08	303414,203515613
5000	693	0	-43,07	290509,911553969
5000	694	0	-43,06	271249,554541873
5000	695	0	-43,05	294364,300016324
5000	696	0	-43,04	282547,959024594
5000	697	0	-43,03	322990,920014007
5000	698	0	-43,02	307984,31842837
5000	699	0	-43,01	294495,321956043
5000	700	0	-43	259207,418585883
5000	701	0	-42,99	271003,206201391
5000	702	0	-42,98	270809,596834933
5000	703	0	-42,97	295758,020760333
5000	704	0	-42,96	243667,592714091
5000	705	0	-42,95	255939,632738566
5000	706	0	-42,94	240089,071244366
5000	707	0	-42,93	271536,609884277
5000	708	0	-42,92	273665,624149833
5000	709	0	-42,91	274294,590554688
5000	710	0	-42,9	311462,027001043
5000	711	0	-42,89	325337,424279672
5000	712	0	-42,88	286830,009773599
5000	713	0	-42,87	236273,263344623
5000	714	0	-42,86	225411,525001443
5000	715	0	-42,85	260305,608507826
5000	716	0	-42,84	283747,220033793
5000	717	0	-42,83	321252,17687202
5000	718	0	-42,82	292881,825895134
5000	719	0	-42,81	317783,052445727
5000	720	0	-42,8	327459,15811157
5000	721	0	-42,79	345953,529995713
5000	722	0	-42,78	310857,610723732
5000	723	0	-42,77	279333,012789452
5000	724	0	-42,76	280835,575742328
5000	725	0	-42,75	287504,788802552
5000	726	0	-42,74	311458,263266637
5000	727	0	-42,73	328413,50425544
5000	728	0	-42,72	277946,859498185
5000	729	0	-42,71	258910,245198546
5000	730	0	-42,7	243488,532767569
5000	731	0	-42,69	220710,760753033
5000	732	0	-42,68	262449,552663868
5000	733	0	-42,67	277944,003387503
